2018-01-24,15:00,OR 6,MP 49.56,Straight Roadway/RURAL MINOR ARTERIAL,-123.104833333,45.6085888889,0,4,0,0,0,0,ODOT,,,,extract-odot.py
2018-01-16,16:00,NW VERBOORT RD,NW MC KIBBIN RD,Curve (horizontal curve)/RURAL MINOR ARTERIAL,-123.096741667,45.5476916667,0,1,0,0,0,0,ODOT,,,,extract-odot.py
2018-10-19,13:00,I-5,MP 288.53,Bridge Structure/URBAN PRINCIPAL ARTERIAL - INTERSTATE,-122.756141667,45.3682361111,0,1,0,0,0,0,ODOT,,,,extract-odot.py
2018-02-22,16:00,TUALATIN VLY HY,YEW ST,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER,-123.073161111,45.5207277778,0,2,0,0,0,0,ODOT,,,,extract-odot.py
2018-02-08,19:00,NE CORNELL RD,NE JACKSON ST,Straight Roadway/URBAN PRINCIPAL ARTERIAL - OTHER,-122.971202778,45.5248944444,0,2,0,0,0,0,ODOT,,,,extract-odot.py
2018-10-19,22:00,205TH AVE,ANZALONE DR,Curve (horizontal curve)/URBAN MAJOR COLLECTOR,-122.888047222,45.5194666667,0,2,0,0,0,0,ODOT,,,,extract-odot.py
2018-09-19,05:00,I-5,MP 288.89,Curve (horizontal curve)/URBAN PRINCIPAL ARTERIAL - INTERSTATE,-122.749155556,45.3703527778,0,1,0,0,0,0,ODOT,,,,extract-odot.py
2018-07-18,15:00,NW PHILLIPS RD,NW 195TH AVE,Driveway or Alley/RURAL MAJOR COLLECTOR,-122.878469444,45.5920277778,0,1,0,0,0,0,ODOT,,,,extract-odot.py
2018-03-16,11:00,SW FARMINGTON RD,SW KINNAMAN RD,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER,-122.855491667,45.4806888889,0,2,0,0,0,0,ODOT,,,,extract-odot.py
2018-07-08,13:00,SW ERICKSON AVE,SW 5TH ST,Intersection/URBAN MAJOR COLLECTOR,-122.811991667,45.4835944444,0,2,0,0,0,0,ODOT,,,,extract-odot.py
2018-09-01,02:00,SW MURRAY BLVD,SW HART RD,Straight Roadway/URBAN PRINCIPAL ARTERIAL - OTHER,-122.826008333,45.4664888889,1,0,0,0,0,0,ODOT,,,,extract-odot.py
2018-09-01,11:00,NW WEST UNION RD,NW NEAKAHNIE AVE,Straight Roadway/URBAN MINOR ARTERIAL,-122.879063889,45.5596944444,0,3,0,0,0,0,ODOT,,,,extract-odot.py
2018-07-27,19:00,OR 99W,MP 14.1,Curve (horizontal curve)/URBAN PRINCIPAL ARTERIAL - OTHER,-122.832066667,45.3802472222,0,1,0,0,0,0,ODOT,,,,extract-odot.py
2018-05-27,00:00,SW NYBERG ST,SB EF NYBERG ST C5,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER,-122.753611111,45.3826666667,0,3,0,0,0,0,ODOT,,,,extract-odot.py
2018-10-17,03:00,SW 209TH AVE,TUALATIN VALLEY HY,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER,-122.891688889,45.4963944444,0,2,0,0,0,0,ODOT,,,,extract-odot.py
2018-03-16,12:00,SW PACIFIC HY 99W,SW 68TH PKY,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER,-122.747402778,45.4418833333,0,1,0,0,0,0,ODOT,,,,extract-odot.py
2018-02-02,17:00,NW CORNELIUS PASS RD,WB EXTO CRNLS PS NB,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER,-122.900916667,45.5558,0,4,0,0,0,0,ODOT,,,,extract-odot.py
2018-08-21,20:00,SW CORNELIUS PASS RD,SW FRANCES ST,Intersection/URBAN MINOR ARTERIAL,-122.902027778,45.5086722222,1,0,0,0,0,0,ODOT,,,,extract-odot.py
2018-10-09,08:00,SW PACIFIC HY 99W,SW WATKINS AVE,Driveway or Alley/URBAN PRINCIPAL ARTERIAL - OTHER,-122.785244444,45.4207722222,0,1,0,0,0,0,ODOT,,,,extract-odot.py
2018-09-27,19:00,NW SPRINGVILLE RD,NW 173RD AVE,Intersection/URBAN MINOR ARTERIAL,-122.855836111,45.562975,0,1,0,0,0,1,ODOT,,,,extract-odot.py
